account_id,status,cos,rim_age,loan,s_plus_c,fico_b,ck_returns,max_days_neg,num_times_neg,ntriggers,avg_bal6,avg_bal3
emUdQSnssTNk,Closed,1,36,0,1,0,NA,14,38,2,605,605
Z4M4XWAM9tqf,Closed,1,36,0,0,517,NA,3,2,3,NA,NA
OgE4pZ481UhF,Closed,1,35,0,1,566,NA,0,0,2,-163,-248
HaGdrVeLBb9b,Closed,1,35,0,1,498,NA,23,1,2,NA,NA
KL1EMhK53lAV,Closed,1,35,0,1,556,NA,17,1,0,NA,NA
vkobeVGOSgC5,Closed,1,35,0,1,631,NA,41,4,1,NA,NA
0gVFqipMUGkP,Closed,1,35,0,1,580,NA,27,21,5,NA,NA
MPFEG7FsV1Wp,Closed,1,35,0,1,480,NA,137,9,4,1792,1795
4JpxOWmeFVR1,Closed,1,34,0,1,519,NA,0,0,1,NA,NA
4xIw0Lctki7Y,Closed,1,34,0,1,623,NA,12,7,4,NA,NA
9Tvjcsng3lBf,Closed,1,32,0,1,622,NA,1,1,2,NA,NA
lg2Zcjkpaaom,Closed,1,32,0,1,563,2,4,9,1,NA,NA
H8xypyw4jrga,Closed,1,32,0,1,552,NA,0,0,0,NA,NA
wFuTIZCQ4U76,Closed,1,31,0,1,561,NA,9,5,1,NA,NA
7DCPS617Vz0R,Closed,1,31,0,1,464,NA,65,9,0,NA,NA
hQPpI1sJrxVT,Closed,1,30,0,0,535,NA,5,3,6,NA,NA
WoiB7Ky4Ky8c,Closed,1,29,0,1,553,NA,21,2,0,NA,NA
IH4o0Gk94b5I,Closed,1,29,0,0,491,NA,23,21,4,NA,NA
yktpeRxpro8b,Closed,1,29,0,1,507,NA,34,5,4,NA,NA
m0XQDAoDrCgx,Closed,1,29,0,0,488,NA,17,17,3,NA,NA
novAEXc5lWvN,Closed,1,29,0,1,606,NA,1,1,0,NA,NA
Yh3bpmyfTvvF,Closed,1,29,0,1,546,NA,19,2,1,NA,NA
DU0R1CDivaDJ,Closed,1,28,0,1,657,NA,1,1,0,NA,NA
gOLoDTrvhrtS,Closed,1,27,0,1,493,NA,4,3,0,NA,NA
bg0JKkBHhYp4,Closed,1,27,0,1,665,NA,10,6,12,-86,-285
68kd2xF3bLEs,Closed,1,26,0,1,655,NA,5,1,0,NA,NA
lwJ1ysXOUyjc,Closed,1,26,0,0,554,NA,12,10,5,NA,NA
fyuRXd3eBHax,Closed,1,25,0,1,558,NA,16,3,1,-70,-35
7LHLM8XtGMOT,Closed,1,25,0,1,532,NA,3,2,0,NA,NA
4QxV9XVulZW2,Closed,1,25,0,1,613,NA,75,8,1,20,20
oPIMinuQvnQo,Closed,1,24,0,1,530,1,0,0,2,NA,NA
T3WvvyciH1Jl,Closed,1,18,0,0,655,NA,0,0,0,NA,NA
bqwjLWdDA3bV,Closed,1,18,0,1,616,NA,18,22,0,-502,-251
LCRb35bc0nOl,Closed,1,17,1,1,559,NA,2,2,3,NA,NA
l30cE53FDdrn,Closed,1,13,0,0,0,2,78,5,0,-154,-123
K4fZCvuvCb3e,Closed,1,24,0,1,605,NA,10,12,0,-246,-123
sHR2fdmr4fnK,Closed,1,21,1,0,704,NA,0,0,0,-32,-51
deGkTRDvCmf2,Closed,1,21,1,1,0,3,20,6,0,-4674,-5255
Dk39TBdfpEOo,Closed,1,19,1,1,648,NA,2,1,0,NA,NA
0YbD8F4v4lQs,Closed,1,17,0,1,564,NA,6,4,0,NA,NA
Pp5ojrXc3xQf,Closed,1,16,0,1,701,NA,0,0,0,10,10
8OxgDGC6tkOE,Closed,1,16,0,1,0,NA,1,1,0,-49,-25
ufer5s3saX78,Closed,1,15,1,1,751,2,376,3,0,4,3
lPLIBPFrKa2g,Closed,1,11,0,1,631,NA,0,0,0,-18,NA
etatTNPwQls4,Closed,1,25,0,1,449,1,45,26,4,NA,NA
EpMCStYmnSBZ,Closed,1,23,0,1,559,NA,14,13,3,-86,72
sGHrJ4Rf9UBw,Closed,1,23,0,1,484,NA,24,30,1,-102,-137
TvjXkTMAiJTR,Closed,1,23,0,1,577,NA,47,18,0,NA,NA
Xf2E7VJl7QXD,Closed,1,21,0,0,708,NA,7,2,0,NA,NA
7VdJlUZBHykE,Closed,1,21,0,1,496,2,10,2,0,NA,NA
DGMaO4K61xAz,Closed,1,21,0,1,549,1,1,1,1,NA,NA
60pdb20WWOW9,Closed,1,21,0,1,531,NA,0,0,0,NA,NA
wyMu848O1263,Closed,1,20,0,1,645,NA,1,2,3,-126,-159
R9XtJz18jWzU,Closed,1,19,0,0,596,NA,0,0,2,NA,NA
WGpXQzeEf1q8,Closed,1,19,0,1,514,NA,22,13,1,-264,-330
VFjAmi5K7LWj,Closed,1,19,0,1,536,NA,0,0,5,NA,NA
UiEsjoiVg0GL,Closed,1,17,0,1,692,2,1,1,0,NA,NA
WoVGYZbu7ggB,Closed,1,12,0,1,594,NA,4,1,4,-198,NA
RhWjwhcskNFu,Closed,1,11,0,1,716,2,0,0,0,-454,NA
dOFLbE8IhXCp,Closed,1,10,0,1,616,NA,0,0,2,-57,NA
DAAgiTZsKKD8,Closed,1,6,0,1,0,NA,0,0,1,-3637,-4103
ghwUpcNUFSLQ,Closed,1,4,0,1,0,1,121,1,0,-220,-330
MwBj2SIf7gU7,Closed,1,30,0,1,627,NA,41,5,0,NA,NA
ukyXmFOHbPIj,Closed,1,30,0,1,583,NA,19,1,1,NA,NA
VrDFPhbF68t6,Closed,1,29,0,1,544,NA,0,0,2,NA,NA
2hjSndyhfjtc,Closed,1,29,0,1,563,NA,13,15,3,NA,NA
XpCeZlWOXXXw,Closed,1,28,0,1,586,NA,2,2,0,NA,NA
JjVBPoyC7oNL,Closed,1,28,0,1,522,NA,34,4,0,-573,-455
tvA7ISaORYu1,Closed,1,26,0,1,550,NA,8,11,1,NA,NA
hi2riimNYwAA,Closed,1,26,0,1,510,7,10,24,6,-169,NA
CV7O1Py6WKVx,Closed,1,25,0,1,565,NA,16,20,0,NA,NA
FjI6hhC4k3Li,Closed,1,25,0,1,534,NA,13,17,6,NA,NA
O92KX9ndN3bY,Closed,1,25,0,0,491,1,0,0,1,NA,NA
KGwA8f1dqgMJ,Closed,1,24,0,0,495,NA,2,8,2,NA,NA
c9jluJbjneW8,Closed,1,24,0,1,535,NA,2,7,5,-41,-21
DCiQntphBLck,Closed,1,24,0,1,582,NA,18,2,5,NA,NA
A1U5Sf2Xs9sO,Closed,1,22,0,1,701,NA,0,0,0,-20,NA
widqgd2BJ3jM,Closed,1,21,0,1,538,NA,10,1,2,NA,NA
3RgGbuaF1rz9,Closed,1,21,0,0,500,2,0,0,3,NA,NA
ShVUD7FN3B7S,Closed,1,19,0,1,514,NA,13,15,3,NA,NA
VCB96rK5xNLM,Closed,1,19,0,1,495,NA,0,0,2,NA,NA
ZioshHfTiDo6,Closed,1,18,0,1,608,NA,16,3,0,NA,NA
yHqNNhEdGxLm,Closed,1,17,0,1,524,NA,14,2,3,-9,5
iUjzd1eGwUkr,Closed,1,16,0,1,611,NA,2,2,1,NA,NA
pGXXZwGfN29T,Closed,1,16,1,1,0,NA,10,2,0,0,NA
hl7gGvgO25qi,Closed,1,16,0,1,567,NA,4,5,1,NA,NA
orZkW7CkROPR,Closed,1,13,0,1,0,NA,6,3,2,-65,-33
aBuAhzoxDWZC,Closed,1,13,0,1,0,NA,131,1,0,NA,NA
2RpsRedKunhu,Closed,1,11,0,1,523,NA,141,1,0,NA,NA
xRQVa1X8n7dA,Closed,1,11,0,1,501,NA,0,0,1,-35,NA
Qv2Ny9R2OHls,Closed,1,29,0,0,560,NA,12,6,0,NA,NA
fYn9pKDr6OVF,Closed,1,29,0,1,568,NA,1,1,0,NA,NA
rXIwC0bROgpj,Closed,1,28,0,1,558,NA,31,7,2,NA,NA
b12kwubYRH1L,Closed,1,28,0,1,588,4,141,2,0,NA,NA
u46RhJyzGm4u,Closed,1,28,0,1,662,NA,5,14,0,NA,NA
SHmLojzttaoM,Closed,1,28,0,1,564,NA,2,3,1,NA,NA
Cg9Sk6WIjpfa,Closed,1,28,0,1,526,NA,0,0,4,NA,NA
amMhjXwanJ99,Closed,1,27,0,1,556,NA,61,2,0,NA,NA
fgHhOdbOC156,Closed,1,27,0,1,526,NA,1,1,2,NA,NA
g3SJGPILDauw,Closed,1,26,0,1,557,NA,59,12,0,NA,NA
uWP86GaQWokZ,Closed,1,25,0,1,550,NA,0,0,5,NA,NA
11S2LQzW0xLO,Closed,1,24,0,1,469,NA,0,0,4,NA,NA
bR5GQ2lTLQgW,Closed,1,24,0,1,470,NA,71,47,2,-64,NA
HtRN346bA7b4,Closed,1,23,0,1,551,1,0,0,4,NA,NA
LOMu0J9ga9dk,Closed,1,21,0,1,535,NA,12,17,7,-131,NA
1M4Q3FU36Np8,Closed,1,21,0,1,546,NA,0,0,0,NA,NA
1oHckwaunDCk,Closed,1,21,0,1,469,1,2,1,1,NA,NA
FIPg9CvWAMbz,Closed,1,20,0,0,562,NA,29,13,3,NA,NA
bK1Qm701DCSw,Closed,1,20,0,1,507,NA,25,3,1,NA,NA
6LC29LTsAfqf,Closed,1,20,0,1,609,1,0,0,5,-959,NA
09wTievDZF8T,Closed,1,19,0,1,479,NA,4,3,2,NA,NA
8DLDAjJ7U3nZ,Closed,1,19,0,1,524,NA,14,7,0,NA,NA
EocCfOgeAEHX,Closed,1,19,0,1,536,NA,54,10,4,-300,NA
CV8wBLqLO2iK,Closed,1,18,0,1,575,2,13,5,0,NA,NA
VDSEgkSjToQb,Closed,1,18,0,1,619,NA,8,2,2,NA,NA
cScxI2zu03bR,Closed,1,18,0,1,589,NA,8,3,8,-281,-262
5R0v1ptQZ3K7,Closed,1,17,0,1,448,NA,24,8,4,-45,-21
wG4YioGlP6bE,Closed,1,17,0,1,610,1,8,1,1,-230,-184
HbxRaZNeglpJ,Closed,1,16,0,1,657,NA,3,1,3,NA,NA
NFw4QmDnZGOE,Closed,1,14,0,1,0,NA,7,1,0,5,5
ltfsoRPPbDtj,Closed,1,11,0,1,489,1,1,1,2,-302,-241
SxE60lJMEa6f,Closed,1,10,0,1,629,NA,1,1,2,-1021,-6230
EPJJ0PV7g2ny,Closed,1,25,0,1,594,NA,8,2,0,NA,NA
GULq33HVVX3i,Closed,1,24,0,1,570,NA,0,0,4,NA,NA
Ly1DPWsbEYBa,Closed,1,23,0,0,653,NA,43,19,2,NA,NA
6WoKEj9zr2Sj,Closed,1,23,0,1,540,NA,9,4,1,NA,NA
BPKHsHizdRBd,Closed,1,22,0,1,652,NA,147,1,0,NA,NA
tahMAxkf7Fid,Closed,1,22,0,1,606,NA,0,0,0,NA,NA
Zj6u77E75c97,Closed,1,20,1,0,650,2,0,0,6,NA,NA
SINuTGIluS4o,Closed,1,19,0,1,577,NA,1,3,1,-47,-24
BLRVOAJiwPzZ,Closed,1,17,0,1,580,NA,6,5,2,NA,NA
AiolgOhgYRir,Closed,1,16,0,1,615,NA,15,14,5,-723,-362
5HhRbtdIVMXi,Closed,1,13,0,1,548,NA,0,0,1,NA,NA
z1A4qtjZvo3M,Closed,1,30,0,1,594,2,2,3,0,NA,NA
PAkg37ulV79V,Closed,1,30,1,0,687,1,2,2,5,0,NA
cTPRotEyuyTn,Closed,1,29,0,1,578,NA,121,1,0,NA,NA
Pyct8KTEw3p2,Closed,1,29,0,1,488,NA,9,1,0,NA,NA
285B10b5h2f1,Closed,1,28,0,1,570,NA,0,0,7,-77,-69
L4CqW3CzzqIr,Closed,1,27,0,1,505,NA,1,1,9,-99,NA
GFhrYCRTTcn6,Closed,1,27,0,1,523,4,9,2,1,NA,NA
LIjov3b2TR9W,Closed,1,27,0,0,468,NA,9,6,5,NA,NA
VFPzNvRfRP3j,Closed,1,26,0,1,661,NA,46,2,3,5,5
jDNoMGkwjZIy,Closed,1,26,0,1,607,NA,0,0,0,NA,NA
qNYvZlYJ0eeS,Closed,1,25,0,1,513,NA,16,14,5,-58,NA
hIHka9BZbjCm,Closed,1,25,0,1,560,NA,28,3,0,NA,NA
SaOaY6oH9qgk,Closed,1,25,0,1,502,NA,28,22,4,-127,NA
Mi20I5sDY1AE,Closed,1,24,0,0,538,NA,1,1,0,-1240,NA
WKWqW5LIMekD,Closed,1,24,0,1,483,NA,20,4,1,NA,NA
iV8MQiPn6Voq,Closed,1,24,0,1,530,3,7,2,0,NA,NA
K0iBqTmb42L6,Closed,1,24,0,1,605,NA,64,12,4,-118,-94
xK6AC0ei6FJk,Closed,1,23,0,0,586,1,30,1,0,NA,NA
3Q5pIIOD5eIp,Closed,1,23,0,1,540,NA,0,0,1,NA,NA
wQ4aX0eP3lub,Closed,1,22,0,1,553,NA,5,6,6,NA,NA
MeVRjNTviwxK,Closed,1,22,0,1,520,NA,0,0,2,NA,NA
wCpgyymhtfdd,Closed,1,22,0,1,578,NA,4,2,0,NA,NA
76lX5SMi0Dr8,Closed,1,22,0,1,534,NA,2,2,3,NA,NA
kwmV7oKouysa,Closed,1,21,0,1,500,NA,69,1,2,NA,NA
dOm7SppVcFTb,Closed,1,21,0,1,496,NA,0,0,0,NA,NA
7pt1ino6ubMY,Closed,1,20,0,1,551,NA,4,6,0,NA,NA
bnLRrd5SDios,Closed,1,18,0,1,595,NA,28,12,0,-250,NA
DrGlNknGJU1l,Closed,1,18,0,1,549,NA,21,3,0,NA,NA
LsJWhyajLeQj,Closed,1,17,0,1,598,NA,2,1,0,NA,NA
b9QH47NHDi8P,Closed,1,17,0,1,493,1,0,0,1,NA,NA
DPXccdzDuYr9,Closed,1,17,0,1,626,NA,37,9,5,-178,-82
AEcfDXt8zjxa,Closed,1,16,0,0,553,NA,28,5,6,-88,NA
onPSxvasdy6L,Closed,1,16,0,1,559,NA,5,3,3,NA,NA
bBb5PyP8Butd,Closed,1,16,0,1,598,NA,0,0,1,-33,NA
jJwZUPvs1CFv,Closed,1,15,0,1,536,NA,1,1,2,-41,-21
y2M05wWjsbkT,Closed,1,15,0,0,596,1,100,3,0,NA,NA
rhBtNQOeW2Fo,Closed,1,14,0,1,487,NA,0,0,3,NA,NA
yOqfok38Vh22,Closed,1,13,0,1,528,1,2,1,2,NA,NA
tbqJxrzV59w9,Closed,1,10,0,1,0,NA,7,8,0,-81,-40
TXImsczcw5ek,Closed,1,21,0,1,577,2,4,2,3,NA,NA
RG6BYUITzjHh,Closed,1,21,0,1,638,NA,7,14,3,-95,NA
7MiNfKX020qv,Closed,1,20,0,0,523,NA,0,0,0,NA,NA
DFHdbFdIbNaJ,Closed,1,19,0,0,630,NA,4,11,5,NA,NA
jWY0MHhXEKwo,Closed,1,12,1,1,747,1,1,1,3,-356,NA
8Jif9YLebAWY,Closed,1,10,0,1,532,NA,4,2,2,-88,NA
Wy16k6NAhGbM,Closed,1,10,0,1,554,1,19,2,2,-336,-168
RYCF5lCPJ8J6,Closed,1,9,0,1,562,NA,2,1,1,-645,-323
Y5UGngSqp8dJ,Closed,0,20,1,1,821,NA,0,0,0,NA,NA
Qs3ZOJbQG21T,Closed,0,20,1,1,821,NA,0,0,0,NA,NA
YHnO9hy1UhcD,Closed,0,27,0,0,828,NA,0,0,0,NA,NA
sMZvyPxJUW8C,Closed,0,27,0,0,828,NA,0,0,0,NA,NA
fEvy6cEs9cJH,Closed,0,27,0,0,828,NA,0,0,0,NA,NA
P65jWY8mZ5tA,Active,0,38,0,0,0,NA,0,0,0,59437,73055
acRDANbOUId8,Closed,0,23,0,1,773,NA,0,0,0,NA,NA
yuK0FOU3loSj,Closed,0,23,0,1,773,NA,0,0,0,NA,NA
ihKgIeZ3sXc3,Active,0,12,0,0,0,NA,0,0,0,2401,2401
uBluu3GkcdfL,Closed,0,9,0,0,803,NA,0,0,0,NA,NA
qW1JHYx7iLXI,Closed,0,9,0,0,803,NA,0,0,0,NA,NA
C2Kn35Eb84NE,Closed,0,9,0,0,803,NA,0,0,0,NA,NA
5EddAWJ6dzrc,Closed,0,9,0,0,803,NA,0,0,0,NA,NA
DFLZ21yIcnZ3,Closed,0,6,0,0,479,NA,0,0,6,NA,NA
mIXZroPJtJ3o,Closed,0,6,0,0,479,NA,0,0,6,NA,NA
Md2v6XKQwfE8,Closed,0,6,0,0,479,NA,0,0,6,NA,NA
IXcCOpwlxmRK,Closed,0,6,0,0,479,NA,0,0,6,NA,NA
9DyC5OwiUcaq,Active,0,37,1,0,0,NA,0,0,0,5,5
2jP4r4RqBq9W,Closed,0,33,0,1,813,NA,0,0,0,NA,NA
9xEqNFwXGPLi,Closed,0,33,0,1,813,NA,0,0,0,NA,NA
b5MMmS4lVHCu,Closed,0,9,0,0,769,NA,0,0,0,NA,NA
ypDWQWiTtWDa,Closed,0,9,0,0,769,NA,0,0,0,NA,NA
5BJhatUn20G7,Closed,0,9,0,0,769,NA,0,0,0,NA,NA
C696BG0r4Rm5,Closed,0,9,0,0,769,NA,0,0,0,NA,NA
f2gmejaU5KO4,Closed,0,9,0,0,769,NA,0,0,0,NA,NA
KhN3qgB7oXD0,Closed,0,4,1,0,0,1,0,0,0,3097,-4
UEjXEFUZGukq,Closed,0,4,1,0,0,NA,0,0,0,3097,-4
23sYpiWTBfwo,Closed,0,4,1,0,0,NA,0,0,0,3097,-4
E6rysbKUIUgb,Closed,0,4,1,0,0,NA,0,0,0,3097,-4
aUuNp6S8SvlB,Closed,0,27,0,0,803,NA,0,0,0,NA,NA
OS2Ow744l4ab,Closed,0,0,0,1,677,NA,0,0,0,NA,NA
0mJ9pRUTgbHl,Closed,0,0,0,1,677,NA,0,0,0,NA,NA
eiSQ7xzmHbbl,Active,0,39,1,0,0,NA,0,0,0,35135,36012
yqVRAYrAJRqr,Closed,0,39,1,0,0,NA,0,0,0,35135,36012
EuNN0DY7qg5n,Active,0,39,1,0,0,NA,0,0,0,35135,36012
YmpjgCsljkUf,Closed,0,39,1,0,0,NA,0,0,0,35135,36012
TIjJGdho71mD,Closed,0,39,1,0,0,NA,0,0,0,35135,36012
r5YTkfzTIIZD,Active,0,2,1,1,842,NA,0,0,0,1875,3700
P9aothRC4sgB,Active,0,2,1,1,842,NA,0,0,0,1875,3700
0ZjTyhva0nbH,Closed,0,0,1,1,0,NA,0,0,0,29,20
AECmhbnk2uNx,Active,0,0,1,1,0,NA,0,0,0,29,20
j0EjzYfO8JgV,Closed,0,21,1,0,0,NA,0,0,0,25,25
Jm4FC7SjiwAY,Active,0,21,1,0,0,NA,0,0,0,25,25
Dzkc0UlGO2sS,Closed,0,21,1,0,0,NA,0,0,0,25,25
0IJBkeoSTzUU,Closed,0,27,0,1,779,NA,0,0,0,NA,NA
UmpTm9X54phX,Closed,0,27,0,1,779,NA,0,0,0,NA,NA
BD3H9tsN0vCU,Active,0,14,1,0,0,NA,0,0,0,6942,9824
Fh02chJPHM0S,Active,0,14,1,0,0,NA,0,0,0,6942,9824
gxnTr6qN43hJ,Closed,0,41,0,1,675,NA,0,0,0,NA,NA
ycn9mcp7jcih,Active,0,8,1,0,0,NA,0,0,0,5,5
j6Hi1I1YrlCC,Closed,0,34,0,1,818,NA,0,0,0,NA,NA
uMpepTdZcU1T,Closed,0,34,0,1,818,NA,0,0,0,NA,NA
PEGmLE184PHA,Closed,0,6,1,1,0,NA,0,0,0,-25,-7
5ysgQxK4atKB,Closed,0,14,1,0,0,NA,0,0,0,5,5
3Y6jVmUixtMp,Active,0,14,1,0,0,NA,0,0,0,5,5
2shvbQIedQCn,Closed,0,14,1,0,0,NA,0,0,0,5,5
9CXw8hd2S6cw,Closed,0,18,0,1,815,NA,0,0,0,NA,NA
yn6XOiKReejO,Closed,0,18,0,1,815,NA,0,0,0,NA,NA
s5jk4Aqh1o4Z,Closed,0,1,1,0,0,NA,0,0,0,3932,3146
xn8lbGbqqjya,Closed,0,1,1,0,0,NA,0,0,0,3932,3146
8AF9lAEPdewJ,Closed,0,1,1,0,0,NA,0,0,0,3932,3146
Uca1yfMgRWkd,Closed,0,8,0,0,785,NA,0,0,0,NA,NA
WX0KfU7Y8Fji,Closed,0,8,0,0,785,NA,0,0,0,NA,NA
8JdKmtuTwzfM,Closed,0,8,0,0,785,NA,0,0,0,NA,NA
6ld7HwVblyME,Closed,0,2,0,0,813,NA,0,0,0,1704,NA
NIcru3sGYeu1,Closed,0,2,0,0,813,NA,0,0,0,1704,NA
5DE3xD0zNeYP,Closed,0,2,0,0,813,NA,0,0,0,1704,NA
7Hie4apyvyao,Closed,0,19,0,0,785,NA,0,0,0,NA,NA
B3VyqdvDdQPu,Closed,0,19,0,0,785,NA,0,0,0,NA,NA
A1oK3q1fPctG,Closed,0,19,0,0,785,NA,0,0,0,NA,NA
7Qd3WrvP4FZW,Closed,0,19,0,0,785,NA,0,0,0,NA,NA
0VJ2g3L0vix2,Closed,0,38,0,0,581,NA,8,4,0,NA,NA
nHQCjySoVpFV,Closed,0,38,0,0,581,NA,0,0,0,NA,NA
cUd9pTlSUL8Q,Closed,0,38,0,0,581,NA,0,0,0,NA,NA
BQPh3KkO3o6c,Closed,0,5,1,0,788,NA,0,0,0,NA,NA
E84TA7xmi01w,Closed,0,5,1,0,788,NA,0,0,0,NA,NA
PiRJrbCvsdHb,Closed,0,5,1,0,788,NA,0,0,0,NA,NA
39yfVHspYSni,Closed,0,9,0,1,741,NA,0,0,3,NA,NA
4hXQosQWGcfJ,Closed,0,9,0,1,741,NA,0,0,3,NA,NA
8mvhcBuGbSXb,Active,0,33,0,0,0,NA,0,0,0,5,5
0DBQu3j8B44L,Closed,0,3,1,0,0,NA,0,0,0,644,NA
PTQEDVHw7A9Q,Closed,0,9,0,1,837,NA,0,0,0,NA,NA
RPpMo6ZkRizd,Closed,0,9,0,1,837,NA,0,0,0,NA,NA
8oh0mjM2DwTf,Closed,0,9,0,0,785,NA,0,0,0,NA,NA
xGVCjccye49A,Closed,0,9,0,0,785,NA,0,0,0,NA,NA
WaLQyFvMtp7C,Closed,0,9,0,0,785,NA,0,0,0,NA,NA
pQViQjMWqcvb,Closed,0,9,0,0,785,NA,0,0,0,NA,NA
FJg8CEZv0vq0,Closed,0,42,1,1,768,NA,0,0,0,NA,NA
CjOrWrnHJuRz,Closed,0,42,1,1,768,NA,0,0,0,NA,NA
IMqhtFch6J7o,Closed,0,4,1,0,0,NA,0,0,0,14359,25661
DBk7qYv0zrx9,Closed,0,4,1,0,0,NA,0,0,0,14359,25661
u9PgexlxzAAu,Closed,0,24,1,0,0,NA,0,0,0,2466,2149
qcsDAE9ouPRj,Closed,0,24,1,0,0,NA,0,0,0,2466,2149
NTtCpSPVKcLB,Active,0,24,1,0,0,NA,0,0,0,2466,2149
iNI6Euv3oBz8,Closed,0,8,1,0,0,NA,0,0,0,393,389
ErIFJ6KpKDr5,Active,0,8,1,0,0,NA,0,0,0,393,389
CE2Gd05Te5Rw,Closed,0,8,1,0,0,NA,0,0,0,393,389
lKaDei009VI1,Closed,0,29,0,0,807,NA,0,0,0,NA,NA
DiF0CaU96qO9,Closed,0,29,0,0,807,NA,0,0,0,NA,NA
pfClfww7ORy7,Closed,0,29,0,0,807,NA,0,0,0,NA,NA
71fTjDOXuEqr,Closed,0,29,0,0,807,NA,0,0,0,NA,NA
FUXK6wwfsft5,Closed,0,13,0,1,730,NA,0,0,0,NA,NA
L7nEmbzsxPG1,Closed,0,13,0,1,730,NA,0,0,0,NA,NA
gKQaoAMpCb6e,Closed,0,31,1,0,0,NA,0,0,0,1362,1181
y4lIkIY2VFHG,Closed,0,31,1,0,0,NA,0,0,0,1362,1181
bYHkzbAasIVI,Active,0,31,1,0,0,NA,1,2,0,1362,1181
MO2LzHQZUqc8,Active,0,31,1,0,0,NA,0,0,0,1362,1181
etzV72WbQKIB,Closed,0,31,1,0,0,NA,0,0,0,1362,1181
pMrDYkI25LtS,Active,0,31,1,0,0,NA,0,0,0,1362,1181
wkp0r3GCpxQl,Closed,0,32,0,0,793,NA,0,0,0,NA,NA
e6sIGvN8SRPp,Closed,0,32,0,0,793,NA,0,0,0,NA,NA
4h6qSd5DWQUN,Closed,0,32,0,0,793,NA,0,0,0,NA,NA
JVu5Bj1J44zW,Closed,0,25,0,1,771,NA,0,0,0,NA,NA
so2UFuIQxYkb,Closed,0,25,0,1,771,NA,0,0,0,NA,NA
LF2WVHA9zqZo,Closed,0,23,0,1,794,NA,0,0,0,NA,NA
7SOMEWkUawVc,Closed,0,23,0,1,794,NA,0,0,0,NA,NA
24HQvv7i8t7W,Closed,0,6,0,0,673,NA,0,0,0,NA,NA
D84W3x2uWcul,Closed,0,6,0,0,673,NA,0,0,0,NA,NA
C6lk4wVDUTKa,Closed,0,6,0,0,673,NA,0,0,0,NA,NA
baQdgyLHUHwD,Closed,0,10,0,1,784,NA,0,0,0,NA,NA
VEk3X3qoSKiC,Closed,0,10,0,1,784,NA,0,0,0,NA,NA
PWFsLHZssS53,Closed,0,6,0,0,662,NA,0,0,0,1614,1183
pMA5qBEDIhql,Closed,0,2,1,1,0,NA,0,0,0,73,0
6BRIKDGdXat9,Closed,0,2,1,1,0,NA,0,0,0,73,0
wOpuGPlspB4X,Closed,0,23,1,1,812,NA,0,0,0,NA,NA
Imi0hSRuoQ5Q,Closed,0,23,1,1,812,NA,0,0,0,NA,NA
7q7OcLsk29if,Active,0,7,1,1,0,NA,0,0,0,16518,16568
RTUsDvnAFV01,Active,0,7,1,1,0,NA,0,0,0,16518,16568
I5TTWRCEobvC,Active,0,9,0,0,0,NA,0,0,0,50,50
2841RIB2r1kl,Active,0,24,1,1,0,NA,0,0,0,18820,18211
4gEDgF5Zeb6Y,Active,0,24,1,1,0,NA,0,0,0,18820,18211
aj8BUF4e2mJS,Active,0,1,0,0,818,NA,0,0,0,54426,70165
I7U2MhzXG8hO,Active,0,41,0,0,0,1,0,0,6,1166,1320
BUu5KSIJkDRC,Closed,0,10,0,1,586,NA,0,0,2,NA,NA
YNtblfhpIpQO,Closed,0,10,0,1,586,NA,0,0,2,NA,NA
PqKWRe7G0950,Closed,0,30,1,1,725,NA,0,0,0,NA,NA
zZFMJ1XHMXWr,Closed,0,30,1,1,725,NA,0,0,0,NA,NA
6GVwdx7j1XeV,Closed,0,42,1,1,779,NA,0,0,0,8,8
stKMCyi12pIt,Active,0,42,1,1,779,NA,0,0,0,8,8
iiQCkkclhO3J,Dormant,0,42,0,1,753,NA,0,0,0,40,40
q47u8bEJyDOh,Dormant,0,42,0,1,753,NA,0,0,0,40,40
1aViumr2l213,Active,0,42,0,0,737,NA,3,2,0,19259,21507
kxTgU6e6NVLY,Active,0,42,0,0,737,NA,0,0,0,19259,21507
4AiY75oKG9lA,Active,0,42,0,0,737,NA,0,0,0,19259,21507
UQcU9a0bqDoe,Closed,0,42,0,1,788,NA,0,0,0,4983,NA
0bUJ2OujOHSL,Closed,0,42,0,1,788,NA,0,0,0,4983,NA
ffD4boCN4L5X,Dormant,0,42,0,1,730,NA,0,0,0,30,30
slm9TXbzgNTY,Dormant,0,42,0,1,730,NA,0,0,0,30,30
iUHZs44XsiZX,Active,0,42,1,0,755,NA,0,0,0,5,5
qEswlk6ZkR3n,Closed,0,42,1,0,831,NA,0,0,0,NA,NA
NDFUDrTM0iKt,Active,0,42,0,1,692,NA,9,15,0,932,1563
Q8rlPizj25X5,Active,0,42,0,1,692,NA,0,0,0,932,1563
ButCQ0ClU9rl,Active,0,42,0,1,748,NA,0,0,0,34369,37609
Iy0dpWE8WOOT,Active,0,42,0,1,748,NA,0,0,0,34369,37609
oERGrclB4IPI,Active,0,42,1,0,803,NA,0,0,0,90502,90649
0zNm4VsL6YtL,Closed,0,42,1,0,803,NA,0,0,0,90502,90649
kW491Z6d2Rte,Active,0,42,1,0,803,NA,0,0,0,90502,90649
FEbYg1z2J45J,Closed,0,42,1,1,803,NA,0,0,0,49,10
BiknIg5EN7Es,Active,0,42,1,1,803,NA,0,0,0,49,10
